origin,destination,airline,flight_num,origin_temp,origin_desc,dest_temp,dest_desc
MEX,LAX,AA,2546,17.3,Partly Cloudy,20.6,Sunny
MEX,LAX,AA,2546,17.3,Partly Cloudy,20.6,Sunny
MEX,LAX,AA,2546,17.3,Partly Cloudy,20.6,Sunny
MEX,LAX,AA,2546,17.3,Partly Cloudy,20.6,Sunny
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,264,17.3,Partly Cloudy,23.3,Partly cloudy
GDL,DFW,AA,2647,25.1,Partly cloudy,16.1,Partly cloudy
CUN,DFW,AA,2684,24.5,Overcast,16.1,Partly cloudy
CUN,DFW,AA,2684,24.5,Overcast,16.1,Partly cloudy
CUN,DFW,AA,2684,24.5,Overcast,16.1,Partly cloudy
CUN,DFW,AA,2684,24.5,Overcast,16.1,Partly cloudy
CUN,DFW,AA,2684,24.5,Overcast,16.1,Partly cloudy
HMO,PHX,AA,3158,26.1,Sunny,24.4,Sunny
MTY,DFW,AA,3395,18.7,Light drizzle,16.1,Partly cloudy
MTY,DFW,AA,3395,18.7,Light drizzle,16.1,Partly cloudy
CUU,DFW,AA,3398,10.4,Partly cloudy,16.1,Partly cloudy
TRC,DFW,AA,3428,29.2,Sunny,16.1,Partly cloudy
MTY,DFW,AA,3451,18.7,Light drizzle,16.1,Partly cloudy
MTY,DFW,AA,3451,18.7,Light drizzle,16.1,Partly cloudy
MTY,DFW,AA,3451,18.7,Light drizzle,16.1,Partly cloudy
MTY,DFW,AA,3515,18.7,Light drizzle,16.1,Partly cloudy
MTY,DFW,AA,3515,18.7,Light drizzle,16.1,Partly cloudy
MTY,DFW,AA,3515,18.7,Light drizzle,16.1,Partly cloudy
MTY,DFW,AA,3515,18.7,Light drizzle,16.1,Partly cloudy
MTY,DFW,AA,3515,18.7,Light drizzle,16.1,Partly cloudy
MTY,DFW,AA,3515,18.7,Light drizzle,16.1,Partly cloudy
MTY,DFW,AA,3515,18.7,Light drizzle,16.1,Partly cloudy
MTY,DFW,AA,3515,18.7,Light drizzle,16.1,Partly cloudy
MTY,DFW,AA,3515,18.7,Light drizzle,16.1,Partly cloudy
MTY,DFW,AA,3515,18.7,Light drizzle,16.1,Partly cloudy
MTY,DFW,AA,3515,18.7,Light drizzle,16.1,Partly cloudy
MTY,DFW,AA,3515,18.7,Light drizzle,16.1,Partly cloudy
MTY,DFW,AA,3515,18.7,Light drizzle,16.1,Partly cloudy
MTY,DFW,AA,3515,18.7,Light drizzle,16.1,Partly cloudy
MTY,DFW,AA,3515,18.7,Light drizzle,16.1,Partly cloudy
MTY,DFW,AA,3515,18.7,Light drizzle,16.1,Partly cloudy
MTY,DFW,AA,3515,18.7,Light drizzle,16.1,Partly cloudy
MTY,DFW,AA,3515,18.7,Light drizzle,16.1,Partly cloudy
MTY,DFW,AA,3515,18.7,Light drizzle,16.1,Partly cloudy
MTY,DFW,AA,3515,18.7,Light drizzle,16.1,Partly cloudy
MTY,DFW,AA,3515,18.7,Light drizzle,16.1,Partly cloudy
MTY,DFW,AA,3515,18.7,Light drizzle,16.1,Partly cloudy
MTY,DFW,AA,3515,18.7,Light drizzle,16.1,Partly cloudy
MTY,DFW,AA,3515,18.7,Light drizzle,16.1,Partly cloudy
MTY,DFW,AA,3515,18.7,Light drizzle,16.1,Partly cloudy
MTY,DFW,AA,3515,18.7,Light drizzle,16.1,Partly cloudy
MTY,DFW,AA,3515,18.7,Light drizzle,16.1,Partly cloudy
MTY,DFW,AA,3515,18.7,Light drizzle,16.1,Partly cloudy
MTY,DFW,AA,3515,18.7,Light drizzle,16.1,Partly cloudy
MTY,DFW,AA,3515,18.7,Light drizzle,16.1,Partly cloudy
MTY,DFW,AA,3515,18.7,Light drizzle,16.1,Partly cloudy
MTY,DFW,AA,3515,18.7,Light drizzle,16.1,Partly cloudy
MTY,DFW,AA,3515,18.7,Light drizzle,16.1,Partly cloudy
MTY,DFW,AA,3515,18.7,Light drizzle,16.1,Partly cloudy
MTY,DFW,AA,3515,18.7,Light drizzle,16.1,Partly cloudy
MTY,DFW,AA,3515,18.7,Light drizzle,16.1,Partly cloudy
QRO,DFW,AA,3517,20.3,Overcast,16.1,Partly cloudy
QRO,DFW,AA,3517,20.3,Overcast,16.1,Partly cloudy
QRO,DFW,AA,3517,20.3,Overcast,16.1,Partly cloudy
QRO,DFW,AA,3517,20.3,Overcast,16.1,Partly cloudy
QRO,DFW,AA,3517,20.3,Overcast,16.1,Partly cloudy
QRO,DFW,AA,3517,20.3,Overcast,16.1,Partly cloudy
QRO,DFW,AA,3517,20.3,Overcast,16.1,Partly cloudy
QRO,DFW,AA,3517,20.3,Overcast,16.1,Partly cloudy
QRO,DFW,AA,3517,20.3,Overcast,16.1,Partly cloudy
QRO,DFW,AA,3517,20.3,Overcast,16.1,Partly cloudy
PVR,DFW,AA,353,28.8,Partly Cloudy,16.1,Partly cloudy
QRO,DFW,AA,3554,20.3,Overcast,16.1,Partly cloudy
QRO,DFW,AA,3554,20.3,Overcast,16.1,Partly cloudy
QRO,DFW,AA,3554,20.3,Overcast,16.1,Partly cloudy
QRO,DFW,AA,3554,20.3,Overcast,16.1,Partly cloudy
QRO,DFW,AA,3554,20.3,Overcast,16.1,Partly cloudy
QRO,DFW,AA,3554,20.3,Overcast,16.1,Partly cloudy
QRO,DFW,AA,3554,20.3,Overcast,16.1,Partly cloudy
QRO,DFW,AA,3554,20.3,Overcast,16.1,Partly cloudy
QRO,DFW,AA,3554,20.3,Overcast,16.1,Partly cloudy
QRO,DFW,AA,3554,20.3,Overcast,16.1,Partly cloudy
AGU,DFW,AA,3687,22.3,Partly cloudy,16.1,Partly cloudy
AGU,DFW,AA,3687,22.3,Partly cloudy,16.1,Partly cloudy
AGU,DFW,AA,3687,22.3,Partly cloudy,16.1,Partly cloudy
AGU,DFW,AA,3687,22.3,Partly cloudy,16.1,Partly cloudy
AGU,DFW,AA,3687,22.3,Partly cloudy,16.1,Partly cloudy
AGU,DFW,AA,3687,22.3,Partly cloudy,16.1,Partly cloudy
AGU,DFW,AA,3687,22.3,Partly cloudy,16.1,Partly cloudy
AGU,DFW,AA,3687,22.3,Partly cloudy,16.1,Partly cloudy
AGU,DFW,AA,3687,22.3,Partly cloudy,16.1,Partly cloudy
AGU,DFW,AA,3691,22.3,Partly cloudy,16.1,Partly cloudy
AGU,DFW,AA,3691,22.3,Partly cloudy,16.1,Partly cloudy
AGU,DFW,AA,3691,22.3,Partly cloudy,16.1,Partly cloudy
AGU,DFW,AA,3691,22.3,Partly cloudy,16.1,Partly cloudy
MTY,DFW,AA,3701,18.7,Light drizzle,16.1,Partly cloudy
MTY,DFW,AA,3701,18.7,Light drizzle,16.1,Partly cloudy
MTY,DFW,AA,3701,18.7,Light drizzle,16.1,Partly cloudy
BJX,DFW,AA,3704,21.7,Sunny,16.1,Partly cloudy
BJX,DFW,AA,3704,21.7,Sunny,16.1,Partly cloudy
BJX,DFW,AA,3704,21.7,Sunny,16.1,Partly cloudy
MTY,DFW,AA,3743,18.7,Light drizzle,16.1,Partly cloudy
MTY,DFW,AA,3743,18.7,Light drizzle,16.1,Partly cloudy
MTY,DFW,AA,3743,18.7,Light drizzle,16.1,Partly cloudy
MTY,DFW,AA,3842,18.7,Light drizzle,16.1,Partly cloudy
GDL,DFW,AA,387,25.1,Partly cloudy,16.1,Partly cloudy
GDL,DFW,AA,387,25.1,Partly cloudy,16.1,Partly cloudy
GDL,DFW,AA,387,25.1,Partly cloudy,16.1,Partly cloudy
GDL,DFW,AA,387,25.1,Partly cloudy,16.1,Partly cloudy
GDL,DFW,AA,387,25.1,Partly cloudy,16.1,Partly cloudy
GDL,DFW,AA,387,25.1,Partly cloudy,16.1,Partly cloudy
GDL,DFW,AA,387,25.1,Partly cloudy,16.1,Partly cloudy
GDL,DFW,AA,387,25.1,Partly cloudy,16.1,Partly cloudy
GDL,DFW,AA,387,25.1,Partly cloudy,16.1,Partly cloudy
GDL,DFW,AA,387,25.1,Partly cloudy,16.1,Partly cloudy
GDL,DFW,AA,387,25.1,Partly cloudy,16.1,Partly cloudy
GDL,DFW,AA,387,25.1,Partly cloudy,16.1,Partly cloudy
GDL,DFW,AA,387,25.1,Partly cloudy,16.1,Partly cloudy
GDL,DFW,AA,387,25.1,Partly cloudy,16.1,Partly cloudy
GDL,DFW,AA,387,25.1,Partly cloudy,16.1,Partly cloudy
GDL,DFW,AA,387,25.1,Partly cloudy,16.1,Partly cloudy
GDL,DFW,AA,387,25.1,Partly cloudy,16.1,Partly cloudy
MEX,DFW,AA,389,17.3,Partly Cloudy,16.1,Partly cloudy
MEX,DFW,AA,389,17.3,Partly Cloudy,16.1,Partly cloudy
MEX,DFW,AA,389,17.3,Partly Cloudy,16.1,Partly cloudy
MEX,DFW,AA,389,17.3,Partly Cloudy,16.1,Partly cloudy
MEX,DFW,AA,389,17.3,Partly Cloudy,16.1,Partly cloudy
MEX,DFW,AA,389,17.3,Partly Cloudy,16.1,Partly cloudy
MEX,DFW,AA,389,17.3,Partly Cloudy,16.1,Partly cloudy
MEX,DFW,AA,389,17.3,Partly Cloudy,16.1,Partly cloudy
MEX,DFW,AA,389,17.3,Partly Cloudy,16.1,Partly cloudy
MEX,DFW,AA,389,17.3,Partly Cloudy,16.1,Partly cloudy
MEX,DFW,AA,393,17.3,Partly Cloudy,16.1,Partly cloudy
MEX,DFW,AA,393,17.3,Partly Cloudy,16.1,Partly cloudy
MEX,DFW,AA,393,17.3,Partly Cloudy,16.1,Partly cloudy
MEX,DFW,AA,393,17.3,Partly Cloudy,16.1,Partly cloudy
MEX,DFW,AA,393,17.3,Partly Cloudy,16.1,Partly cloudy
MEX,DFW,AA,393,17.3,Partly Cloudy,16.1,Partly cloudy
MEX,DFW,AA,393,17.3,Partly Cloudy,16.1,Partly cloudy
MEX,DFW,AA,393,17.3,Partly Cloudy,16.1,Partly cloudy
MEX,DFW,AA,393,17.3,Partly Cloudy,16.1,Partly cloudy
MEX,DFW,AA,393,17.3,Partly Cloudy,16.1,Partly cloudy
MEX,DFW,AA,393,17.3,Partly Cloudy,16.1,Partly cloudy
MEX,DFW,AA,393,17.3,Partly Cloudy,16.1,Partly cloudy
MEX,DFW,AA,393,17.3,Partly Cloudy,16.1,Partly cloudy
MEX,DFW,AA,393,17.3,Partly Cloudy,16.1,Partly cloudy
PBC,DFW,AA,4072,17.8,Partly Cloudy,16.1,Partly cloudy
MTY,MIA,AA,4349,18.7,Light drizzle,23.3,Partly cloudy
MTY,MIA,AA,4349,18.7,Light drizzle,23.3,Partly cloudy
MTY,MIA,AA,4349,18.7,Light drizzle,23.3,Partly cloudy
MEX,PHX,AA,439,17.3,Partly Cloudy,24.4,Sunny
MID,MIA,AA,4566,26.4,Partly cloudy,23.3,Partly cloudy
MID,MIA,AA,4566,26.4,Partly cloudy,23.3,Partly cloudy
MTY,MIA,AA,4741,18.7,Light drizzle,23.3,Partly cloudy
MTY,MIA,AA,4741,18.7,Light drizzle,23.3,Partly cloudy
MTY,MIA,AA,4741,18.7,Light drizzle,23.3,Partly cloudy
MTY,MIA,AA,4741,18.7,Light drizzle,23.3,Partly cloudy
MTY,MIA,AA,4741,18.7,Light drizzle,23.3,Partly cloudy
MTY,MIA,AA,4741,18.7,Light drizzle,23.3,Partly cloudy
MEX,PHL,AA,496,17.3,Partly Cloudy,5.3,Partly cloudy
MEX,PHL,AA,496,17.3,Partly Cloudy,5.3,Partly cloudy
MEX,PHL,AA,496,17.3,Partly Cloudy,5.3,Partly cloudy
MEX,PHL,AA,496,17.3,Partly Cloudy,5.3,Partly cloudy
MEX,PHL,AA,496,17.3,Partly Cloudy,5.3,Partly cloudy
MEX,PHL,AA,496,17.3,Partly Cloudy,5.3,Partly cloudy
MEX,PHL,AA,496,17.3,Partly Cloudy,5.3,Partly cloudy
MEX,PHL,AA,496,17.3,Partly Cloudy,5.3,Partly cloudy
MEX,PHX,AA,502,17.3,Partly Cloudy,24.4,Sunny
MEX,PHX,AA,502,17.3,Partly Cloudy,24.4,Sunny
MEX,PHX,AA,502,17.3,Partly Cloudy,24.4,Sunny
MEX,PHX,AA,502,17.3,Partly Cloudy,24.4,Sunny
MEX,PHX,AA,502,17.3,Partly Cloudy,24.4,Sunny
MEX,PHX,AA,502,17.3,Partly Cloudy,24.4,Sunny
MEX,MIA,AA,505,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,505,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,505,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,505,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,505,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,505,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,505,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,505,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,505,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,505,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,505,17.3,Partly Cloudy,23.3,Partly cloudy
MEX,MIA,AA,505,17.3,Partly Cloudy,23.3,Partly cloudy
SLP,DFW,AA,5781,18.3,Partly cloudy,16.1,Partly cloudy
SLP,DFW,AA,5781,18.3,Partly cloudy,16.1,Partly cloudy
SLP,DFW,AA,5781,18.3,Partly cloudy,16.1,Partly cloudy
SLP,DFW,AA,5872,18.3,Partly cloudy,16.1,Partly cloudy
SLP,DFW,AA,5872,18.3,Partly cloudy,16.1,Partly cloudy
SLP,DFW,AA,5872,18.3,Partly cloudy,16.1,Partly cloudy
SLP,DFW,AA,5872,18.3,Partly cloudy,16.1,Partly cloudy
SLP,DFW,AA,5872,18.3,Partly cloudy,16.1,Partly cloudy
SLP,DFW,AA,5872,18.3,Partly cloudy,16.1,Partly cloudy
SLP,DFW,AA,5872,18.3,Partly cloudy,16.1,Partly cloudy
SLP,DFW,AA,5872,18.3,Partly cloudy,16.1,Partly cloudy
SLP,DFW,AA,5872,18.3,Partly cloudy,16.1,Partly cloudy
SLP,DFW,AA,5872,18.3,Partly cloudy,16.1,Partly cloudy
SLP,DFW,AA,5872,18.3,Partly cloudy,16.1,Partly cloudy
SLP,DFW,AA,5872,18.3,Partly cloudy,16.1,Partly cloudy
SLP,DFW,AA,5872,18.3,Partly cloudy,16.1,Partly cloudy
GDL,DFW,AA,5891,25.1,Partly cloudy,16.1,Partly cloudy
GDL,PHX,AA,5902,25.1,Partly cloudy,24.4,Sunny
MEX,LAX,AA,816,17.3,Partly Cloudy,20.6,Sunny
MEX,LAX,AA,816,17.3,Partly Cloudy,20.6,Sunny
MEX,LAX,AA,816,17.3,Partly Cloudy,20.6,Sunny
MEX,LAX,AA,816,17.3,Partly Cloudy,20.6,Sunny
MEX,CLT,AA,828,17.3,Partly Cloudy,8.3,Sunny
MEX,CLT,AA,828,17.3,Partly Cloudy,8.3,Sunny
MEX,CLT,AA,828,17.3,Partly Cloudy,8.3,Sunny
MEX,CLT,AA,828,17.3,Partly Cloudy,8.3,Sunny
MEX,CLT,AA,828,17.3,Partly Cloudy,8.3,Sunny
MEX,CLT,AA,828,17.3,Partly Cloudy,8.3,Sunny
MEX,CLT,AA,828,17.3,Partly Cloudy,8.3,Sunny
MEX,CLT,AA,828,17.3,Partly Cloudy,8.3,Sunny
MEX,CLT,AA,828,17.3,Partly Cloudy,8.3,Sunny
MEX,CLT,AA,828,17.3,Partly Cloudy,8.3,Sunny
MEX,CLT,AA,828,17.3,Partly Cloudy,8.3,Sunny
MEX,CLT,AA,828,17.3,Partly Cloudy,8.3,Sunny
MEX,CLT,AA,828,17.3,Partly Cloudy,8.3,Sunny
MEX,CLT,AA,843,17.3,Partly Cloudy,8.3,Sunny
MEX,CLT,AA,843,17.3,Partly Cloudy,8.3,Sunny
MEX,CLT,AA,843,17.3,Partly Cloudy,8.3,Sunny
MEX,CLT,AA,843,17.3,Partly Cloudy,8.3,Sunny
MEX,CLT,AA,843,17.3,Partly Cloudy,8.3,Sunny
MEX,CLT,AA,843,17.3,Partly Cloudy,8.3,Sunny
MEX,CLT,AA,843,17.3,Partly Cloudy,8.3,Sunny
CUN,CLT,AA,884,24.5,Overcast,8.3,Sunny
CUN,CLT,AA,886,24.5,Overcast,8.3,Sunny
MEX,YYZ,AC,1981,17.3,Partly Cloudy,1.4,Partly cloudy
MEX,YYZ,AC,1981,17.3,Partly Cloudy,1.4,Partly cloudy
MEX,YYZ,AC,1981,17.3,Partly Cloudy,1.4,Partly cloudy
MEX,YYZ,AC,1981,17.3,Partly Cloudy,1.4,Partly cloudy
MEX,YYZ,AC,1981,17.3,Partly Cloudy,1.4,Partly cloudy
MEX,YYZ,AC,1981,17.3,Partly Cloudy,1.4,Partly cloudy
MEX,YYZ,AC,1981,17.3,Partly Cloudy,1.4,Partly cloudy
MEX,YYZ,AC,1981,17.3,Partly Cloudy,1.4,Partly cloudy
MEX,YYZ,AC,1983,17.3,Partly Cloudy,1.4,Partly cloudy
MEX,YYZ,AC,1983,17.3,Partly Cloudy,1.4,Partly cloudy
MEX,YYZ,AC,1983,17.3,Partly Cloudy,1.4,Partly cloudy
MEX,YYZ,AC,1983,17.3,Partly Cloudy,1.4,Partly cloudy
MEX,YYZ,AC,1983,17.3,Partly Cloudy,1.4,Partly cloudy
MEX,YYZ,AC,1983,17.3,Partly Cloudy,1.4,Partly cloudy
MEX,YYZ,AC,1983,17.3,Partly Cloudy,1.4,Partly cloudy
MEX,YYZ,AC,1983,17.3,Partly Cloudy,1.4,Partly cloudy
MEX,YYZ,AC,1983,17.3,Partly Cloudy,1.4,Partly cloudy
MEX,YYZ,AC,1983,17.3,Partly Cloudy,1.4,Partly cloudy
MEX,YYZ,AC,1983,17.3,Partly Cloudy,1.4,Partly cloudy
GDL,IAH,AC,5657,25.1,Partly cloudy,17.8,Partly cloudy
MEX,YVR,AC,997,17.3,Partly Cloudy,9.4,Partly cloudy
MEX,YVR,AC,997,17.3,Partly Cloudy,9.4,Partly cloudy
MEX,YVR,AC,997,17.3,Partly Cloudy,9.4,Partly cloudy
MEX,YVR,AC,997,17.3,Partly Cloudy,9.4,Partly cloudy
MEX,YVR,AC,997,17.3,Partly Cloudy,9.4,Partly cloudy
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
MEX,CDG,AF,179,17.3,Partly Cloudy,9.0,Fog
